brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,log_price,log_km_driven,brand_grouped,fuel_type_grouped,km_per_year
Honda,City,8,38000,Dealer,Petrol,Manual,17.8,1497,117.3,5,575000,13.26212705890841,10.545367754151743,Honda,Petrol,4750.0
Toyota,Fortuner,6,124000,Dealer,Diesel,Manual,13.0,2982,168.5,7,1700000,14.346139397261565,11.728044909070785,Toyota,Diesel,20666.666666666668
Ford,Figo,9,70000,Individual,Diesel,Manual,20.0,1399,68.0,5,195000,12.180759965737863,11.156264806643742,Ford,Diesel,7777.777777777777
Hyundai,i10,5,50979,Dealer,Petrol,Manual,19.81,1086,68.05,5,445000,13.005831808336863,10.839188677930107,Hyundai,Petrol,10195.8
Maruti,Ertiga,5,65000,Dealer,Diesel,Manual,24.52,1248,88.5,7,700000,13.45883704259595,11.082157933374816,Maruti,Diesel,13000.0
Maruti,Swift Dzire,6,45782,Dealer,Diesel,Manual,19.3,1248,73.9,5,410000,12.923914877701906,10.731668122158984,Maruti,Diesel,7630.333333333333
Toyota,Innova,13,270000,Individual,Diesel,Manual,12.8,2494,102.0,8,500000,13.122365377402328,12.506180941677357,Toyota,Diesel,20769.23076923077
Maruti,Baleno,4,26917,Dealer,Petrol,Manual,21.01,1197,81.8,5,645000,13.377007146164305,10.200550486793661,Maruti,Petrol,6729.25
Maruti,Alto,11,35000,Individual,Petrol,Manual,19.7,796,46.3,5,115000,11.652696102959753,10.463131911491967,Maruti,Petrol,3181.818181818182
BMW,3,8,90000,Dealer,Diesel,Automatic,18.88,1995,184.0,5,1375000,14.13396501635527,11.407576060361786,BMW,Diesel,11250.0
Skoda,Superb,11,154667,Dealer,Diesel,Automatic,17.2,1968,138.1,5,575000,13.26212705890841,11.94903616319278,Skoda,Diesel,14060.636363636364
Maruti,Alto,8,15000,Individual,Petrol,Manual,22.74,796,47.3,5,262000,12.476103599529843,9.61587214452889,Maruti,Petrol,1875.0
Honda,Jazz,4,70000,Dealer,Diesel,Manual,27.3,1498,98.6,5,625000,13.345508528717259,11.156264806643742,Honda,Diesel,17500.0
Maruti,Vitara,4,83000,Dealer,Diesel,Manual,24.3,1248,88.5,5,785000,13.573440270649085,11.326607934898927,Maruti,Diesel,20750.0
Maruti,Swift Dzire,6,61000,Individual,Diesel,Manual,26.59,1248,74.0,5,510000,13.1421679654829,11.0186455364637,Maruti,Diesel,10166.666666666666
Maruti,Wagon R,13,64521,Dealer,Petrol,Manual,14.0,1061,64.0,5,205000,12.230770136157428,11.074761529898824,Maruti,Petrol,4963.153846153846
Maruti,Vitara,3,11000,Individual,Diesel,Manual,24.3,1248,88.5,5,900000,13.710151153416941,9.305741456739435,Maruti,Diesel,3666.6666666666665
Hyundai,Verna,8,70000,Individual,Diesel,Manual,22.32,1582,126.3,5,550000,13.217675375388819,11.156264806643742,Hyundai,Diesel,8750.0
Kia,Seltos,2,6000,Individual,Petrol,Manual,16.1,1353,138.0,5,1635000,14.3071539739341,8.699681400989514,Kia,Petrol,3000.0
Ford,Endeavour,3,25000,Individual,Diesel,Automatic,10.91,3198,197.0,7,3000000,14.914123179965662,10.12667110305036,Ford,Diesel,8333.333333333334
Toyota,Innova,5,139000,Individual,Diesel,Manual,12.99,2494,100.6,8,1150000,13.955273369904273,11.842236406331555,Toyota,Diesel,27800.0
Maruti,Wagon R,10,69001,Dealer,Petrol,Manual,17.3,1061,64.0,5,290000,12.577639650232573,11.14189076866657,Maruti,Petrol,6900.1
Maruti,Swift,3,20000,Individual,Petrol,Manual,22.0,1197,81.8,5,610000,13.321215875492413,9.90353755128617,Maruti,Petrol,6666.666666666667
Maruti,Vitara,4,56000,Dealer,Diesel,Manual,24.3,1248,88.5,5,814000,13.609716873485151,10.933124826700707,Maruti,Diesel,14000.0
Maruti,Swift,9,60000,Dealer,Diesel,Manual,22.9,1248,74.0,5,390000,12.873904582205107,11.002116507732017,Maruti,Diesel,6666.666666666667
Hyundai,Verna,9,67000,Dealer,Diesel,Automatic,19.08,1582,126.32,5,650000,13.384729180332174,11.112462823634855,Hyundai,Diesel,7444.444444444444
Mercedes-Benz,S-Class,10,82000,Dealer,Diesel,Automatic,13.5,2987,254.79,5,2450000,14.711598990684092,11.314486721293981,Mercedes-Benz,Diesel,8200.0
Mahindra,XUV500,8,70000,Individual,Diesel,Manual,15.1,2179,140.0,7,600000,13.304686600863562,11.156264806643742,Mahindra,Diesel,8750.0
Hyundai,Grand i10,5,91288,Dealer,Diesel,Manual,24.0,1120,70.0,5,583000,13.275944180597024,11.421785577396818,Hyundai,Diesel,18257.6
Mercedes-Benz,C-Class,9,112000,Dealer,Diesel,Automatic,14.84,2143,167.62,5,1450000,14.187074804051692,11.626263078808801,Mercedes-Benz,Diesel,12444.444444444445
Ford,Aspire,5,75000,Individual,Petrol,Manual,18.16,1196,86.8,5,395000,12.886643575525625,11.225256725762893,Ford,Petrol,15000.0
Mahindra,Scorpio,6,67000,Dealer,Diesel,Manual,15.4,2179,120.0,7,925000,13.73755009757506,11.112462823634855,Mahindra,Diesel,11166.666666666666
Hyundai,i20,3,5000,Individual,Petrol,Manual,18.6,1197,81.83,5,750000,13.527829818844937,8.517393171418904,Hyundai,Petrol,1666.6666666666667
Honda,City,17,79000,Dealer,Petrol,Automatic,16.8,1497,116.4,5,145000,11.884495917930655,11.277215789596893,Honda,Petrol,4647.058823529412
Honda,City,8,31000,Dealer,Petrol,Manual,17.0,1497,118.0,5,560000,13.235693848424024,10.34177474101152,Honda,Petrol,3875.0
Renault,Duster,5,44213,Dealer,Diesel,Manual,19.6,1461,108.45,5,745000,13.521140839642674,10.696796759995054,Renault,Diesel,8842.6
Maruti,Baleno,3,30000,Individual,Petrol,Automatic,21.4,1197,83.1,5,700000,13.45883704259595,10.308985993422082,Maruti,Petrol,10000.0
Honda,Amaze,2,8000,Dealer,Diesel,Manual,27.4,1498,98.63,5,875000,13.681980308196241,8.987321812850125,Honda,Diesel,4000.0
BMW,3,5,76000,Dealer,Diesel,Automatic,22.69,1995,190.0,5,2700000,14.80876270134486,11.23850177707664,BMW,Diesel,15200.0
Maruti,Ciaz,5,68429,Dealer,Diesel,Manual,26.21,1248,88.5,5,797000,13.588611212476708,11.133566603946543,Maruti,Diesel,13685.8
Hyundai,Grand i10,5,46861,Dealer,Petrol,Automatic,18.9,1197,82.0,5,571000,13.255146239950099,10.754962391475377,Hyundai,Petrol,9372.2
Honda,Amaze,5,59000,Dealer,Diesel,Manual,25.8,1498,98.6,5,565000,13.244582780038517,10.985309671896763,Honda,Diesel,11800.0
Honda,Jazz,5,33980,Dealer,Petrol,Manual,18.7,1199,88.7,5,630000,13.353476685668044,10.433556823868823,Honda,Petrol,6796.0
Maruti,Swift,2,25500,Individual,Petrol,Manual,21.21,1197,81.8,5,600000,13.304686600863562,10.146472946063877,Maruti,Petrol,12750.0
Maruti,Alto,11,51479,Dealer,Petrol,Manual,19.7,796,46.3,5,195000,12.180759965737863,10.848948661710063,Maruti,Petrol,4679.909090909091
Maruti,Baleno,5,30000,Individual,Petrol,Automatic,21.4,1197,83.1,5,620000,13.3374763699232,10.308985993422082,Maruti,Petrol,6000.0
Tata,Nexon,3,87000,Dealer,Diesel,Manual,21.5,1497,108.5,5,735000,13.507627138738266,11.373674891823535,Tata,Diesel,29000.0
Maruti,Swift,4,40000,Individual,Diesel,Manual,25.2,1248,74.0,5,650000,13.384729180332174,10.596659732783579,Maruti,Diesel,10000.0
Renault,KWID,3,30000,Individual,Petrol,Manual,25.17,799,53.3,5,320000,12.676079399771027,10.308985993422082,Renault,Petrol,10000.0
Honda,City,3,29000,Dealer,Diesel,Manual,25.1,1498,98.6,5,1100000,13.910821646859095,10.275085591132715,Honda,Diesel,9666.666666666666
Datsun,GO,2,10000,Individual,Petrol,Manual,19.83,1198,67.0,5,444000,13.003582093664077,9.210440366976517,Datsun,Petrol,5000.0
Hyundai,Grand i10,6,69300,Dealer,Petrol,Automatic,18.9,1197,82.0,5,475000,13.07107218827772,11.146214615088313,Hyundai,Petrol,11550.0
Toyota,Innova,11,142800,Dealer,Diesel,Manual,12.8,2494,102.0,8,790000,13.579789490265188,11.869207331664223,Toyota,Diesel,12981.818181818182
Hyundai,Grand i10,4,37850,Dealer,Petrol,Manual,18.9,1197,81.86,5,568000,13.249878458265119,10.54141267859585,Hyundai,Petrol,9462.5
Maruti,Alto,5,52361,Dealer,Petrol,Manual,23.95,998,67.05,5,350000,12.765691290604371,10.865936416391367,Maruti,Petrol,10472.2
Mahindra,Scorpio,3,70000,Individual,Diesel,Manual,16.36,2179,140.0,7,1500000,14.220976332738882,11.156264806643742,Mahindra,Diesel,23333.333333333332
Honda,WR-V,3,19790,Dealer,Petrol,Manual,17.5,1199,88.7,5,770000,13.554147092530322,9.89298256789098,Honda,Petrol,6596.666666666667
Mahindra,XUV500,6,68200,Dealer,Diesel,Manual,16.0,2179,140.0,7,1250000,14.038654909278163,11.130214506480655,Mahindra,Diesel,11366.666666666666
Toyota,Innova,8,140000,Individual,Diesel,Manual,12.99,2494,100.0,7,850000,13.652992804936396,11.849404844423074,Toyota,Diesel,17500.0
Maruti,Swift,9,79000,Dealer,Diesel,Manual,28.4,1248,74.0,5,425000,12.959846800844963,11.277215789596893,Maruti,Diesel,8777.777777777777
Maruti,Baleno,3,43875,Dealer,Petrol,Automatic,21.4,1197,83.1,5,580000,13.270785106659046,10.689122752531224,Maruti,Petrol,14625.0
Maruti,Swift Dzire,3,100000,Individual,Diesel,Manual,19.3,1248,73.9,5,791000,13.581054510971494,11.51293546492023,Maruti,Diesel,33333.333333333336
Skoda,Rapid,6,69000,Dealer,Diesel,Manual,21.14,1498,103.52,5,555000,13.22672519452875,11.141876276228,Skoda,Diesel,11500.0
Maruti,Ciaz,6,30000,Dealer,Petrol,Manual,20.73,1373,91.1,5,750000,13.527829818844937,10.308985993422082,Maruti,Petrol,5000.0
Mercedes-Benz,CLS,7,34000,Dealer,Petrol,Automatic,9.26,3498,301.8,4,3600000,15.096444681204078,10.434145214930487,Mercedes-Benz,Petrol,4857.142857142857
Renault,KWID,5,25000,Individual,Petrol,Manual,23.01,999,67.0,5,250000,12.429220196836383,10.12667110305036,Renault,Petrol,5000.0
Maruti,Swift Dzire,6,68000,Dealer,Diesel,Manual,23.4,1248,74.0,5,495000,13.112315061750808,11.127277689932466,Maruti,Diesel,11333.333333333334
BMW,3,5,13500,Dealer,Diesel,Automatic,22.69,1995,190.0,5,2275000,14.637491049927531,9.510519035757246,BMW,Diesel,2700.0
Maruti,Alto,15,120000,Individual,Petrol,Manual,19.7,796,46.3,5,150000,11.918397239722838,11.695255355062795,Maruti,Petrol,8000.0
Mahindra,XUV500,5,110000,Individual,Diesel,Automatic,16.0,2179,140.0,7,1025000,13.840204146163925,11.608244735642321,Mahindra,Diesel,22000.0
Honda,Amaze,3,40079,Dealer,Petrol,Manual,18.6,1199,88.76,5,780000,13.567050480716235,10.598632735758747,Honda,Petrol,13359.666666666666
Datsun,RediGO,4,35000,Individual,Petrol,Manual,22.7,799,53.64,5,230000,12.345838935721968,10.463131911491967,Datsun,Petrol,8750.0
Volkswagen,Vento,6,63096,Dealer,Diesel,Manual,20.34,1498,103.2,5,690000,13.444448325847754,11.052428503817456,Volkswagen,Diesel,10516.0
Maruti,Ciaz,3,14774,Trustmark Dealer,Petrol,Manual,21.56,1462,103.25,5,840000,13.641158361294979,9.6006918422743,Maruti,Petrol,4924.666666666667
Tata,Hexa,4,74000,Dealer,Diesel,Manual,17.6,2179,153.86,7,1050000,13.864301674514206,11.211833885608513,Tata,Diesel,18500.0
Maruti,Swift,11,110000,Individual,Diesel,Manual,17.8,1248,75.0,5,300000,12.611541086966115,11.608244735642321,Maruti,Diesel,10000.0
Renault,KWID,5,30000,Dealer,Petrol,Manual,25.17,799,53.3,5,345000,12.75130259456002,10.308985993422082,Renault,Petrol,6000.0
Hyundai,i10,9,70000,Individual,Petrol,Manual,19.81,1086,68.05,5,225000,12.323860125621126,11.156264806643742,Hyundai,Petrol,7777.777777777777
BMW,5,6,120000,Individual,Diesel,Automatic,14.69,2993,258.0,5,2200000,14.603968372873895,11.695255355062795,BMW,Diesel,20000.0
Maruti,Celerio,3,17000,Individual,Petrol,Automatic,23.1,998,67.04,5,500000,13.122365377402328,9.741027444837728,Maruti,Petrol,5666.666666666667
Maruti,Swift,8,50000,Individual,Diesel,Manual,22.9,1248,74.0,5,420000,12.948012371209098,10.819798284210286,Maruti,Diesel,6250.0
Maruti,Swift,6,70695,Dealer,Diesel,Manual,28.4,1248,74.0,5,525000,13.171155446333852,11.16614427319784,Maruti,Diesel,11782.5
Hyundai,Creta,3,30000,Individual,Petrol,Manual,13.0,1591,121.3,5,1100000,13.910821646859095,10.308985993422082,Hyundai,Petrol,10000.0
Honda,City,4,10000,Dealer,Petrol,Automatic,18.0,1497,117.6,5,1225000,14.018452218287162,9.210440366976517,Honda,Petrol,2500.0
Ford,Figo,7,30000,Individual,Petrol,Manual,15.6,1196,70.02,5,295000,12.59473402514672,10.308985993422082,Ford,Petrol,4285.714285714285
Maruti,Alto,12,70000,Individual,Petrol,Manual,19.7,796,46.3,5,165000,12.013706813470414,11.156264806643742,Maruti,Petrol,5833.333333333333
Maruti,Swift,8,50000,Individual,Petrol,Manual,18.6,1197,85.8,5,300000,12.611541086966115,10.819798284210286,Maruti,Petrol,6250.0
Maruti,Swift Dzire,7,101374,Dealer,Diesel,Manual,23.4,1248,74.0,5,530000,13.180634172318978,11.526581791417714,Maruti,Diesel,14482.0
Hyundai,Grand i10,2,25000,Individual,Petrol,Manual,18.9,1197,81.86,5,550000,13.217675375388819,10.12667110305036,Hyundai,Petrol,12500.0
Ford,Ecosport,6,69000,Dealer,Diesel,Manual,22.77,1498,98.59,5,615000,13.329379172803593,11.141876276228,Ford,Diesel,11500.0
Jaguar,XF,10,70000,Dealer,Diesel,Automatic,14.74,2993,270.9,5,1550000,14.253766134056512,11.156264806643742,Jaguar,Diesel,7000.0
Honda,City,6,128000,Dealer,Diesel,Manual,26.0,1498,98.6,5,600000,13.304686600863562,11.759793355371237,Honda,Diesel,21333.333333333332
Honda,City,5,95066,Dealer,Petrol,Manual,17.4,1497,117.6,5,580000,13.270785106659046,11.462337185159381,Honda,Petrol,19013.2
Hyundai,Venue,2,15000,Individual,Petrol,Manual,18.27,998,118.35,5,958000,13.772604100793789,9.61587214452889,Hyundai,Petrol,7500.0
Maruti,Swift,8,71233,Dealer,Diesel,Manual,28.4,1248,74.0,5,440000,12.994532278619134,11.173725511509701,Maruti,Diesel,8904.125
Honda,City,4,29000,Dealer,Petrol,Manual,17.8,1497,117.3,5,1025000,13.840204146163925,10.275085591132715,Honda,Petrol,7250.0
Maruti,Eeco,3,33000,Dealer,Petrol,Manual,16.11,1196,72.42,5,350000,12.765691290604371,10.404293143019792,Maruti,Petrol,11000.0
Hyundai,i10,6,63168,Dealer,Petrol,Manual,19.81,1086,68.05,5,385000,12.861001210669146,11.053568953468252,Hyundai,Petrol,10528.0
Tata,Hexa,4,10000,Individual,Diesel,Manual,17.6,2179,147.94,7,1150000,13.955273369904273,9.210440366976517,Tata,Diesel,2500.0
Hyundai,i20,3,25645,Dealer,Diesel,Manual,22.54,1396,88.73,5,780000,13.567050480716235,10.152142893019061,Hyundai,Diesel,8548.333333333334
Hyundai,i10,11,90000,Dealer,Petrol,Manual,20.36,1197,78.9,5,275000,12.524530013005734,11.407576060361786,Hyundai,Petrol,8181.818181818182
Hyundai,i20,11,97845,Dealer,Diesel,Manual,23.0,1396,90.0,5,320000,12.676079399771027,11.491150093092388,Hyundai,Diesel,8895.0
Mahindra,Scorpio,3,47000,Dealer,Diesel,Manual,16.36,2179,138.13,7,1550000,14.253766134056512,10.757924157061597,Mahindra,Diesel,15666.666666666666
Maruti,Swift Dzire,8,85000,Dealer,Petrol,Manual,20.85,1197,83.14,5,475000,13.07107218827772,11.350418300109132,Maruti,Petrol,10625.0
Honda,City,10,79418,Dealer,Petrol,Manual,17.0,1497,118.0,5,440000,12.994532278619134,11.282492913319143,Honda,Petrol,7941.8
Ford,Ecosport,8,92000,Dealer,Diesel,Manual,22.7,1498,89.84,5,430000,12.971542813248437,11.429554725537322,Ford,Diesel,11500.0
Maruti,Alto,5,32903,Dealer,Petrol,Manual,23.95,998,67.05,5,347000,12.757082940769225,10.40134950991026,Maruti,Petrol,6580.6
Hyundai,i20,5,88098,Dealer,Diesel,Manual,21.9,1396,90.0,5,660000,13.399996629152975,11.386216461122054,Hyundai,Diesel,17619.6
Maruti,Swift,7,81000,Dealer,Diesel,Manual,28.4,1248,74.0,5,475000,13.07107218827772,11.302216779257382,Maruti,Diesel,11571.42857142857
Maruti,Baleno,5,98000,Dealer,Petrol,Automatic,21.4,1197,83.1,5,575000,13.26212705890841,11.49273296168228,Maruti,Petrol,19600.0
Maruti,Alto,9,42000,Dealer,Petrol,Manual,19.7,796,46.3,5,211000,12.259618151783465,10.645448706505872,Maruti,Petrol,4666.666666666667
Maruti,Swift Dzire,8,55002,Dealer,Diesel,Manual,26.59,1248,74.0,5,550000,13.217675375388819,10.915143008181603,Maruti,Diesel,6875.25
Hyundai,Creta,5,88000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1249000,14.037854589747907,11.385103457032141,Hyundai,Diesel,17600.0
Maruti,Swift,5,100000,Individual,Diesel,Manual,25.2,1248,74.0,5,535000,13.190023895035274,11.51293546492023,Maruti,Diesel,20000.0
Mercedes-Benz,C-Class,13,99000,Dealer,Diesel,Automatic,14.84,2143,170.0,5,995000,13.81049902116535,11.502885230075814,Mercedes-Benz,Diesel,7615.384615384615
Maruti,Swift,7,50000,Dealer,Petrol,Manual,18.6,1197,85.8,5,500000,13.122365377402328,10.819798284210286,Maruti,Petrol,7142.857142857143
Hyundai,Venue,2,15000,Dealer,Diesel,Manual,23.7,1396,88.7,5,1175000,13.976779556623864,9.61587214452889,Hyundai,Diesel,7500.0
Mercedes-Benz,GLS,3,48000,Dealer,Diesel,Automatic,11.0,2987,258.0,7,6600000,15.702580358511794,10.778977123006351,Mercedes-Benz,Diesel,16000.0
Hyundai,Verna,13,90000,Individual,Diesel,Manual,16.8,1493,110.0,5,190000,12.154784614286667,11.407576060361786,Hyundai,Diesel,6923.076923076923
Datsun,GO,6,30000,Individual,Petrol,Manual,20.63,1198,67.06,5,200000,12.206077645517674,10.308985993422082,Datsun,Petrol,5000.0
Maruti,Alto,8,40580,Dealer,Petrol,Manual,22.74,796,47.3,5,224000,12.319405795112926,10.611055255757304,Maruti,Petrol,5072.5
Volkswagen,Polo,7,79000,Dealer,Diesel,Manual,22.07,1199,73.9,5,440000,12.994532278619134,11.277215789596893,Volkswagen,Diesel,11285.714285714286
Hyundai,Verna,8,70000,Individual,Petrol,Manual,17.01,1591,121.3,5,430000,12.971542813248437,11.156264806643742,Hyundai,Petrol,8750.0
Ford,Freestyle,2,13133,Dealer,Diesel,Manual,24.4,1498,98.63,5,880000,13.68767832281738,9.482959566750917,Ford,Diesel,6566.5
Maruti,Vitara,5,51577,Dealer,Diesel,Manual,24.3,1248,88.5,5,768000,13.551546314212295,10.850850503964693,Maruti,Diesel,10315.4
Maruti,Alto,11,80000,Individual,Petrol,Manual,19.7,796,46.3,5,164000,12.00762780434872,11.289794413577894,Maruti,Petrol,7272.727272727273
Mahindra,Scorpio,7,136542,Dealer,Diesel,Manual,15.4,2179,120.0,7,725000,13.493928313146206,11.824394862314318,Mahindra,Diesel,19506.0
Maruti,Ertiga,8,138000,Dealer,Diesel,Manual,25.47,1248,88.5,7,690000,13.444448325847754,11.835016210489899,Maruti,Diesel,17250.0
Hyundai,Santro,14,60000,Individual,Petrol,Manual,17.8,1086,63.0,5,155000,11.951186847493476,11.002116507732017,Hyundai,Petrol,4285.714285714285
Ford,Ecosport,5,56393,Dealer,Diesel,Manual,22.77,1498,98.59,5,700000,13.45883704259595,10.940118048848356,Ford,Diesel,11278.6
Mercedes-Benz,E-Class,8,140000,Dealer,Diesel,Automatic,14.21,2143,203.0,5,1500000,14.220976332738882,11.849404844423074,Mercedes-Benz,Diesel,17500.0
Hyundai,i20,8,131000,Individual,Diesel,Manual,21.27,1396,88.76,5,430000,12.971542813248437,11.782960235741939,Hyundai,Diesel,16375.0
Tata,Tiago,3,70000,Individual,Diesel,Manual,27.28,1047,69.0,5,410000,12.923914877701906,11.156264806643742,Tata,Diesel,23333.333333333332
Maruti,Vitara,3,13666,Dealer,Diesel,Automatic,24.3,1248,88.5,5,939000,13.752571823152559,9.5227394469648,Maruti,Diesel,4555.333333333333
Hyundai,i20,5,62000,Dealer,Diesel,Manual,22.54,1396,88.73,5,580000,13.270785106659046,11.034905792929415,Hyundai,Diesel,12400.0
Renault,KWID,5,34000,Dealer,Petrol,Manual,23.01,999,67.0,5,385000,12.861001210669146,10.434145214930487,Renault,Petrol,6800.0
BMW,3,5,96500,Dealer,Diesel,Automatic,19.59,1995,184.0,5,2500000,14.731801689838349,11.477308649967686,BMW,Diesel,19300.0
Hyundai,Grand i10,3,10000,Individual,Petrol,Manual,18.9,1197,81.86,5,515000,13.151924121391561,9.210440366976517,Hyundai,Petrol,3333.3333333333335
Renault,Duster,8,49400,Dealer,Diesel,Manual,19.01,1461,108.45,5,570000,13.25339339419516,10.807725945886109,Renault,Diesel,6175.0
Mahindra,Scorpio,13,198000,Individual,Diesel,Manual,10.5,2179,120.0,7,350000,12.765691290604371,12.19602736016897,Mahindra,Diesel,15230.76923076923
Tata,Safari,3,65000,Dealer,Diesel,Manual,14.1,2179,153.86,7,950000,13.76421831620775,11.082157933374816,Tata,Diesel,21666.666666666668
Honda,WR-V,3,60000,Dealer,Diesel,Manual,25.5,1498,98.6,5,800000,13.592368256649284,11.002116507732017,Honda,Diesel,20000.0
Ford,Figo,10,75000,Dealer,Diesel,Manual,20.0,1399,68.05,5,325000,12.691583538230217,11.225256725762893,Ford,Diesel,7500.0
BMW,X5,11,95000,Dealer,Diesel,Automatic,11.7,2993,245.0,5,1899000,14.456838516387228,11.461642696843066,BMW,Diesel,8636.363636363636
Maruti,Swift Dzire,10,120000,Individual,Diesel,Manual,19.3,1248,73.9,5,350000,12.765691290604371,11.695255355062795,Maruti,Diesel,12000.0
Maruti,Alto,3,30000,Individual,Petrol,Manual,23.95,998,67.05,5,380000,12.847929163278053,10.308985993422082,Maruti,Petrol,10000.0
Hyundai,Creta,4,60000,Individual,Diesel,Manual,21.38,1396,88.7,5,880000,13.68767832281738,11.002116507732017,Hyundai,Diesel,15000.0
Honda,Amaze,7,67000,Dealer,Diesel,Manual,25.8,1498,98.6,5,475000,13.07107218827772,11.112462823634855,Honda,Diesel,9571.42857142857
Toyota,Innova,5,70000,Individual,Diesel,Automatic,11.36,2755,171.5,7,1800000,14.403297778421795,11.156264806643742,Toyota,Diesel,14000.0
Jaguar,XF,4,34600,Dealer,Diesel,Automatic,19.33,1999,177.0,5,3500000,15.068273812173887,10.451637862362272,Jaguar,Diesel,8650.0
Maruti,Alto,8,66516,Dealer,Petrol,Manual,22.74,796,47.3,5,220000,12.301387370778713,11.105212833071583,Maruti,Petrol,8314.5
Maruti,Ciaz,4,44000,Dealer,Petrol,Automatic,19.12,1373,91.1,5,780000,13.567050480716235,10.691967639914864,Maruti,Petrol,11000.0
Tata,Safari,9,100000,Individual,Diesel,Manual,13.93,2179,138.1,7,400000,12.899222326086994,11.51293546492023,Tata,Diesel,11111.111111111111
Maruti,Wagon R,9,109000,Individual,LPG,Manual,14.4,998,61.7,5,260000,12.468440756144114,11.599112335481124,Maruti,Other,12111.111111111111
Mahindra,Bolero,9,150000,Individual,Diesel,Manual,15.96,2523,62.1,9,500000,13.122365377402328,11.918397239722838,Mahindra,Diesel,16666.666666666668
Volkswagen,Vento,8,49361,Dealer,Petrol,Manual,16.09,1598,103.2,5,500000,13.122365377402328,10.806936176396984,Volkswagen,Petrol,6170.125
Hyundai,i20,7,44000,Individual,Petrol,Manual,18.5,1197,82.85,5,550000,13.217675375388819,10.691967639914864,Hyundai,Petrol,6285.714285714285
Hyundai,Grand i10,5,70000,Individual,Diesel,Manual,24.0,1120,70.0,5,425000,12.959846800844963,11.156264806643742,Hyundai,Diesel,14000.0
Maruti,Ertiga,5,27000,Dealer,Petrol,Manual,19.01,1462,103.26,7,695000,13.451668563394815,10.203629181337648,Maruti,Petrol,5400.0
Renault,Duster,8,70209,Dealer,Diesel,Manual,20.45,1461,83.8,5,560000,13.235693848424024,11.159246030011294,Renault,Diesel,8776.125
Maruti,Baleno,4,25000,Individual,Petrol,Automatic,21.4,1197,83.1,5,599000,13.303018546545275,10.12667110305036,Maruti,Petrol,6250.0
Honda,City,5,70000,Individual,Petrol,Manual,17.8,1497,117.3,5,715000,13.480039220276565,11.156264806643742,Honda,Petrol,14000.0
Maruti,Swift Dzire,3,42048,Trustmark Dealer,Diesel,Manual,28.4,1248,74.02,5,747000,13.523821802802145,10.646590883905475,Maruti,Diesel,14016.0
Hyundai,Venue,2,10000,Individual,Petrol,Automatic,18.15,998,118.35,5,1000000,13.815511557963774,9.210440366976517,Hyundai,Petrol,5000.0
Maruti,Wagon R,4,60000,Individual,Petrol,Manual,20.51,998,67.04,5,380000,12.847929163278053,11.002116507732017,Maruti,Petrol,15000.0
Maruti,Baleno,3,28563,Dealer,Petrol,Manual,21.4,1197,83.1,5,550000,13.217675375388819,10.259902462669,Maruti,Petrol,9521.0
Maruti,Wagon R,9,66000,Dealer,Petrol,Manual,20.51,998,67.04,5,291000,12.581081982573842,11.097425172408931,Maruti,Petrol,7333.333333333333
Maruti,Alto,3,35000,Individual,Petrol,Manual,23.95,998,67.05,5,350000,12.765691290604371,10.463131911491967,Maruti,Petrol,11666.666666666666
Maruti,Alto,2,1200,Individual,Petrol,Manual,22.05,796,47.3,5,350000,12.765691290604371,7.0909098220799835,Maruti,Petrol,600.0
Hyundai,Verna,8,70000,Individual,Diesel,Manual,22.32,1582,126.3,5,700000,13.45883704259595,11.156264806643742,Hyundai,Diesel,8750.0
Mahindra,Scorpio,11,44000,Individual,Diesel,Manual,12.05,2179,120.0,7,440000,12.994532278619134,10.691967639914864,Mahindra,Diesel,4000.0
Hyundai,i20,4,50000,Individual,Petrol,Manual,17.19,1197,81.86,5,680000,13.429849547739444,10.819798284210286,Hyundai,Petrol,12500.0
Hyundai,Creta,5,120000,Individual,Diesel,Manual,19.67,1582,126.2,5,960000,13.774689605110144,11.695255355062795,Hyundai,Diesel,24000.0
Hyundai,Creta,4,34000,Dealer,Petrol,Manual,13.0,1591,121.3,5,1149000,13.954403427152533,10.434145214930487,Hyundai,Petrol,8500.0
Hyundai,Grand i10,6,70000,Individual,Diesel,Manual,24.0,1120,70.0,5,380000,12.847929163278053,11.156264806643742,Hyundai,Diesel,11666.666666666666
Maruti,Wagon R,5,50000,Dealer,Petrol,Automatic,20.51,998,67.0,5,495000,13.112315061750808,10.819798284210286,Maruti,Petrol,10000.0
Mahindra,XUV500,6,55424,Dealer,Diesel,Manual,16.0,2179,140.0,7,850000,13.652992804936396,10.922786034484512,Mahindra,Diesel,9237.333333333334
Renault,KWID,3,5694,Dealer,Petrol,Manual,25.17,799,53.3,5,380000,12.847929163278053,8.647343875881283,Renault,Petrol,1898.0
Ford,Figo,5,50000,Individual,Diesel,Manual,25.83,1498,99.0,5,525000,13.171155446333852,10.819798284210286,Ford,Diesel,10000.0
Maruti,Swift Dzire,3,18677,Dealer,Petrol,Manual,22.0,1197,81.8,5,657000,13.395440819535605,9.835101639669663,Maruti,Petrol,6225.666666666667
Renault,KWID,3,9200,Dealer,Petrol,Manual,23.01,999,67.0,5,450000,13.017005083966255,9.127067452782361,Renault,Petrol,3066.6666666666665
